IDENTIFIER	log2FoldChange	baseMean	lfcSE	stat	pvalue	padj	GO	arabidopsis	rice
bradi3g34295.1|pacid:21830651	1.810261198	1.534167562	0.588662271	3.075211859	0.002103531	0.00931809		Plant protein of unknown function (DUF827)	expressed protein
bradi3g34457.1|pacid:21832800	1.204491842	12.11979474	0.396188062	3.040202264	0.002364193	0.010305752	"GO:0004672,GO:0005524,GO:0006468,GO:0005515"	PEP1 receptor 1	"receptor-like protein kinase precursor, putative, expressed"
bradi3g34490.1|pacid:21829020	1.014509139	14.86413447	0.343759697	2.951216059	0.003165254	0.013125165	"GO:0016760,GO:0030244,GO:0016020"	cellulose synthase-like D3	"CSLD1 - cellulose synthase-like family D, expressed"
bradi3g34750.1|pacid:21832048	1.073958666	90.46493665	0.153532652	6.994985469	2.65E-12	8.06E-11	GO:0016021	Sulfite exporter TauE/SafE family protein	"membrane protein, putative, expressed"
bradi3g34820.3|pacid:21829914	-1.317304252	228.1845642	0.374308645	-3.519299567	0.000432688	0.002452726		manganese tracking factor for mitochondrial SOD2	"mitochondrial carrier protein, putative, expressed"
bradi3g34830.2|pacid:21832724	-1.033532256	71.28165923	0.299853621	-3.446789307	0.000567291	0.003096567	"GO:0008378,GO:0006486,GO:0016020,GO:0016757"	Galactosyltransferase family protein	"galactosyltransferase family protein, putative, expressed"
bradi3g34850.1|pacid:21830210	-2.830253293	41.07925961	0.434857993	-6.508454119	7.59E-11	1.85E-09	"GO:0003700,GO:0043565,GO:0006355"	WRKY family transcription factor	"WRKY69, expressed"
bradi3g35000.1|pacid:21828650	-1.012062786	70.09707594	0.196855964	-5.141133482	2.73E-07	3.55E-06	"GO:0000166,GO:0046872,GO:0003824,GO:0008152"	ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein	"phospholipid-transporting ATPase, putative, expressed"
bradi3g35100.1|pacid:21832469	-2.775821247	9.713369857	0.40963493	-6.776329467	1.23E-11	3.42E-10	"GO:0003924,GO:0005525,GO:0007264,GO:0005622"	RAB GTPase homolog A1F	"ras-related protein, putative, expressed"
bradi3g35170.1|pacid:21830761	-3.509612087	23.89542295	0.417361432	-8.409047462	4.13E-17	2.28E-15		Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family	"harpin-induced protein 1 domain containing protein, expressed"
bradi3g35270.1|pacid:21828994	-2.96839844	59.98745679	0.497172434	-5.970561188	2.36E-09	4.57E-08		Protein of unknown function (DUF761)	expressed protein
bradi3g35290.1|pacid:21829481	-2.889410857	4.378992341	0.552109121	-5.233405398	1.66E-07	2.25E-06			expressed protein
bradi3g35320.1|pacid:21827005	1.399784837	200.9805754	0.131696517	10.62886755	2.19E-26	2.79E-24			expressed protein
bradi3g35590.1|pacid:21833443	-1.084560601	1068.473804	0.20724023	-5.23334972	1.66E-07	2.25E-06	"GO:0003824,GO:0005992"	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein	"uncharacterized glycosyl hydrolase Rv2006/MT2062, putative, expressed"
bradi3g35610.1|pacid:21833393	1.35730241	69.19050847	0.259178147	5.236947738	1.63E-07	2.21E-06	"GO:0022857,GO:0055085,GO:0016021"	Major facilitator superfamily protein	"UNE2, putative, expressed"
bradi3g35726.1|pacid:21829266	1.900255018	18.87071939	0.47657942	3.987278796	6.68E-05	0.000483932		Uncharacterised protein family (UPF0041)	"UPF0041 domain containing protein, putative, expressed"
bradi3g35752.1|pacid:21831153	-2.842272013	41.70664877	0.268247216	-10.5957186	3.12E-26	3.90E-24		Protein of unknown function (DUF1262)	expressed protein
bradi3g35830.1|pacid:21830803	-2.483098669	3.160637455	0.551363107	-4.503563331	6.68E-06	6.38E-05	"GO:0005515,GO:0004842,GO:0016567,GO:0000151"	ARM repeat superfamily protein	"spotted leaf 11, putative, expressed"
bradi3g35850.1|pacid:21828607	-1.079194288	203.5878098	0.369176795	-2.923245183	0.003464036	0.014123765	"GO:0003700,GO:0043565,GO:0006355,GO:0003677,GO:0005634"	homeobox 1	"CPuORF27 - conserved peptide uORF-containing transcript, expressed"
bradi3g35890.1|pacid:21831207	1.223385674	19.83010213	0.289067184	4.232184567	2.31E-05	0.000190604			expressed protein
bradi3g36020.1|pacid:21833011	2.902436214	13.02502912	0.431572537	6.725256971	1.75E-11	4.71E-10			expressed protein
bradi3g36090.1|pacid:21828236	-1.531967865	1.600766368	0.586295038	-2.612964065	0.008976074	0.03062042	"GO:0005515,GO:0004842,GO:0016567,GO:0000151"	RING/U-box superfamily protein with ARM repeat domain	"armadillo/beta-catenin repeat family protein, putative, expressed"
bradi3g36160.1|pacid:21827237	-1.156309765	16.73570191	0.266224453	-4.343364233	1.40E-05	0.000122711			expressed protein
bradi3g36217.1|pacid:21831110	1.007374377	68.54537524	0.278656798	3.615107842	0.000300223	0.001791353		DNAse I-like superfamily protein	"endonuclease/exonuclease/phosphatase family domain containing protein, expressed"
bradi3g36240.1|pacid:21827011	1.262738283	141.820525	0.183559209	6.879187856	6.02E-12	1.74E-10	"GO:0005509,GO:0005544"	annexin 5	"annexin, putative, expressed"
bradi3g36330.1|pacid:21831958	1.127624129	17.41694203	0.317417147	3.552499102	0.00038159	0.002203578	"GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114"	"cytochrome P450, family 71, subfamily A, polypeptide 20"	"cytochrome P450, putative, expressed"
bradi3g36470.1|pacid:21828937	1.563994811	3.021968414	0.527060238	2.967392905	0.003003369	0.012575105		Tetratricopeptide repeat (TPR)-like superfamily protein	expressed protein
bradi3g36480.2|pacid:21827836	-1.594838497	1744.734673	0.18077662	-8.822150199	1.12E-18	7.59E-17	GO:0019904	general regulatory factor 7	"14-3-3 protein, putative, expressed"
bradi3g36610.1|pacid:21832390	-1.453086798	2.084428324	0.569782735	-2.550247155	0.010764658	0.035453498	"GO:0030528,GO:0006355"	basic helix-loop-helix 32	"basic helix-loop-helix, putative, expressed"
bradi3g36697.1|pacid:21827115	-2.13952188	103.4674662	0.311535813	-6.86765947	6.53E-12	1.88E-10		Nucleotide-diphospho-sugar transferases superfamily protein	"CSLA11 - cellulose synthase-like family A, expressed"
bradi3g36780.1|pacid:21828732	-1.110542422	16.8291717	0.297448849	-3.733557641	0.000188794	0.00120052	"GO:0004672,GO:0005524,GO:0006468,GO:0005509"	wall associated kinase 5	"OsWAK92 - OsWAK receptor-like protein kinase, expressed"
bradi3g36820.1|pacid:21830763	1.037340453	46.13137492	0.385772948	2.688992209	0.007166809	0.025489067	"GO:0003700,GO:0006355"	ARIA-interacting double AP2 domain protein	"AP2 domain containing protein, expressed"
bradi3g36910.1|pacid:21833288	-1.319253109	17.37785832	0.335850247	-3.928099265	8.56E-05	0.000602268	"GO:0004672,GO:0005524,GO:0006468,GO:0007165"	SOS3-interacting protein 3	"CAMK_KIN1/SNF1/Nim1_like.33 - CAMK includes calcium/calmodulin depedent protein kinases, expressed"
bradi3g36940.1|pacid:21833243	-1.027725613	54.28073365	0.161691386	-6.356093776	2.07E-10	4.74E-09	GO:0016020	stromal cell-derived factor 2-like protein precursor	"stromal cell-derived factor 2-like protein precursor, putative, expressed"
bradi3g37020.1|pacid:21829894	-1.023098885	18.22782385	0.318499113	-3.212250339	0.001316996	0.006307901	"GO:0003872,GO:0006096,GO:0005945"	phosphofructokinase 5	"phosphofructokinase, putative, expressed"
bradi3g37040.1|pacid:21830866	1.373571991	111.2152289	0.24777097	5.543716414	2.96E-08	4.67E-07		homeobox protein 30	"ZF-HD protein dimerisation region containing protein, expressed"
bradi3g37067.1|pacid:21832109	1.39609079	4.572520722	0.464290288	3.006935159	0.00263896	0.011264663	"GO:0003677,GO:0006355"	NAC (No Apical Meristem) domain transcriptional regulator superfamily protein	"no apical meristem protein, putative, expressed"
bradi3g37090.1|pacid:21827642	1.297094543	6.001679134	0.419831495	3.089559881	0.002004533	0.008955516			
bradi3g37097.1|pacid:21827645	1.478048798	8.096857546	0.475831654	3.10624311	0.001894809	0.008550465	"GO:0008270,GO:0003677"	A20/AN1-like zinc finger family protein	"zinc finger A20 and AN1 domain-containing stress-associated protein, putative, expressed"
bradi3g37140.1|pacid:21831157	-1.625759822	447.5823055	0.233520165	-6.961967586	3.36E-12	1.01E-10	"GO:0016491,GO:0055114,GO:0003854,GO:0016616,GO:0006694,GO:0030060,GO:0006108"	malate dehydrogenase	"lactate/malate dehydrogenase, putative, expressed"
bradi3g37250.1|pacid:21832634	1.712871682	3.725244537	0.523748617	3.270408029	0.001073925	0.005329928		Tetratricopeptide repeat (TPR)-like superfamily protein	expressed protein
bradi3g37300.1|pacid:21827569	-1.921042777	18.93802467	0.448292681	-4.285242338	1.83E-05	0.000154616	"GO:0003824,GO:0008152"	4-coumarate:CoA ligase 1	"AMP-binding domain containing protein, expressed"
bradi3g37310.1|pacid:21830035	-1.505091706	2.020193172	0.566250861	-2.657994555	0.007860716	0.027519478			expressed protein
bradi3g37327.1|pacid:21833450	1.377875529	16.81298297	0.289630281	4.757360049	1.96E-06	2.13E-05	"GO:0055114,GO:0016491"	NAD(P)-linked oxidoreductase superfamily protein	"oxidoreductase, aldo/keto reductase family protein, putative, expressed"
bradi3g37390.1|pacid:21832076	2.10746616	36.99739526	0.36432991	5.784499435	7.27E-09	1.28E-07		Protein of unknown function (DUF581)	"DUF581 domain containing protein, expressed"
bradi3g37480.3|pacid:21828896	-2.022726019	283.0994287	0.417655561	-4.843048216	1.28E-06	1.44E-05	GO:0031072	Chaperone DnaJ-domain superfamily protein	"heat shock protein DnaJ, putative, expressed"
bradi3g37500.1|pacid:21831869	2.139922615	1073.420757	0.192545165	11.11387354	1.07E-28	1.62E-26		Dormancy/auxin associated family protein	"auxin-repressed protein, putative, expressed"
bradi3g37640.1|pacid:21830738	-1.188798739	8.841211067	0.358978963	-3.311611161	0.000927604	0.004704582		ferredoxin-related	expressed protein
bradi3g37670.1|pacid:21827846	1.36698148	12.82159214	0.526084748	2.598405455	0.009365783	0.031696986	GO:0045735	germin 3	"Cupin domain containing protein, expressed"
bradi3g37690.1|pacid:21827620	1.726398237	170.3392177	0.415999683	4.149998923	3.32E-05	0.00026166	"GO:0008762,GO:0016491,GO:0050660,GO:0055114,GO:0019139,GO:0009690"	cytokinin oxidase 7	"cytokinin dehydrogenase precursor, putative, expressed"
bradi3g37740.1|pacid:21832258	3.087397155	8.123467416	0.484926648	6.366730246	1.93E-10	4.44E-09		zinc finger protein 8	"ZOS8-06 - C2H2 zinc finger protein, expressed"
bradi3g37760.1|pacid:21833758	-1.029784139	17.60985659	0.312510649	-3.295196949	0.000983527	0.004948473			
bradi3g37820.1|pacid:21829669	-1.619518268	5.711944531	0.50786518	-3.188874391	0.001428279	0.006745962	"GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114"	"cytochrome P450, family 76, subfamily C, polypeptide 4"	"cytochrome P450, putative, expressed"
bradi3g37830.1|pacid:21831744	-2.492508028	1594.054433	0.382684633	-6.513216923	7.36E-11	1.79E-09	"GO:0016831,GO:0030170,GO:0019752,GO:0006536,GO:0004351"	glutamate decarboxylase	"decarboxylase, putative, expressed"
bradi3g37940.1|pacid:21829466	-2.02128678	2238.708777	0.353439805	-5.718899662	1.07E-08	1.83E-07	"GO:0020037,GO:0009055,GO:0055114,GO:0016491,GO:0030151"	nitrate reductase 1	"nitrate reductase, putative, expressed"
bradi3g37980.1|pacid:21832538	-1.571951795	49.39336813	0.248854686	-6.316745819	2.67E-10	5.97E-09	GO:0006629	phospholipase A 2A	"patatin, putative, expressed"
bradi3g38140.1|pacid:21833289	-2.035047438	35.09993848	0.449792705	-4.52441184	6.06E-06	5.86E-05	"GO:0003700,GO:0006355"	redox responsive transcription factor 1	"AP2 domain containing protein, expressed"
bradi3g38160.2|pacid:21831417	-1.237602852	83.6713891	0.156153982	-7.925528626	2.27E-15	1.03E-13	"GO:0008417,GO:0006486,GO:0016020"	fucosyltransferase 12	"glycoprotein 3-alpha-L-fucosyltransferase A, putative, expressed"
bradi3g38260.2|pacid:21828589	-1.219945109	6.108338341	0.401730683	-3.036723759	0.002391645	0.010395572		alpha carbonic anhydrase 7	"bifunctional monodehydroascorbate reductase and carbonic anhydrasenectarin-3 precursor, putative, expressed"
bradi3g38270.1|pacid:21831333	1.842539851	80.90725027	0.279793161	6.585364144	4.54E-11	1.14E-09		Histone H3 K4-specific methyltransferase SET7/9 family protein	"MORN repeat domain containing protein, expressed"
bradi3g38330.1|pacid:21829663	-1.351098026	6.102050099	0.42568197	-3.173961129	0.001503738	0.007055095	GO:0031072	Chaperone DnaJ-domain superfamily protein	"heat shock protein DnaJ, putative, expressed"
bradi3g38410.1|pacid:21828556	-1.941605972	966.8735145	0.28680929	-6.76967602	1.29E-11	3.57E-10		uncoupling protein 5	"mitochondrial carrier protein, putative, expressed"
bradi3g38550.1|pacid:21828758	-1.376024675	9.386151445	0.361752056	-3.803778451	0.000142506	0.000938218			
bradi3g38980.1|pacid:21827817	-2.733347836	146.9466717	0.238282373	-11.47104505	1.84E-30	3.31E-28	"GO:0003677,GO:0008270,GO:0006355"	Dof-type zinc finger DNA-binding family protein	"dof zinc finger domain containing protein, putative, expressed"
bradi3g39050.1|pacid:21828359	-1.888240884	2.390586219	0.546302172	-3.456403762	0.000547435	0.002998963	"GO:0003677,GO:0006306"	chromomethylase 3	expressed protein
bradi3g39110.1|pacid:21831380	-2.035179191	203.2470413	0.146587066	-13.88375687	7.95E-44	3.27E-41		RING/U-box superfamily protein	"zinc finger, C3HC4 type domain containing protein, expressed"
bradi3g39120.1|pacid:21832501	-1.556170637	2.547851793	0.564771753	-2.755397431	0.005862088	0.021639404		Kinase interacting (KIP1-like) family protein	"KIP1, putative, expressed"
bradi3g39190.1|pacid:21829720	2.341124825	3.952800524	0.55799755	4.195582623	2.72E-05	0.000220349		RING domain ligase2	"copine, putative, expressed"
bradi3g39220.1|pacid:21833009	-1.973190392	91.2422998	0.480030521	-4.110551943	3.95E-05	0.000304331		seed imbibition 1	"uncharacterized glycosyltransferase, putative, expressed"
bradi3g39300.1|pacid:21833602	2.394588168	141.031752	0.298907793	8.011126581	1.14E-15	5.30E-14		BURP domain-containing protein	"BURP domain containing protein, expressed"
bradi3g39310.1|pacid:21828805	1.249358788	61.9746406	0.162049469	7.709737026	1.26E-14	5.15E-13		RNI-like superfamily protein	"F-box protein At-B, putative, expressed"
bradi3g39540.1|pacid:21828122	1.268484189	50.94628814	0.275776746	4.599677838	4.23E-06	4.24E-05	GO:0003824	Protein phosphatase 2C family protein	"protein phosphatase 2C, putative, expressed"
bradi3g39590.1|pacid:21832638	-1.107677775	2526.102768	0.338682511	-3.270549081	0.001073389	0.00532861	"GO:0005524,GO:0051082,GO:0006457,GO:0006950"	HEAT SHOCK PROTEIN 81.4	"heat shock protein, putative, expressed"
bradi3g39600.1|pacid:21832266	-1.859260141	1378.350057	0.541082352	-3.436186995	0.000589964	0.003198215			expressed protein
bradi3g39620.1|pacid:21831607	-1.050584183	1656.085115	0.406733264	-2.582980733	0.009795079	0.032885742	"GO:0005524,GO:0051082,GO:0006457,GO:0006950"	HEAT SHOCK PROTEIN 81.4	"heat shock protein, putative, expressed"
bradi3g39760.1|pacid:21831007	1.06074651	49.03875028	0.199141664	5.326592569	1.00E-07	1.41E-06	GO:0005515	SWIB complex BAF60b domain-containing protein	"SWIB/MDM2 domain containing protein, expressed"
bradi3g39850.1|pacid:21829061	-1.851838334	1225.647035	0.100481559	-18.42963379	7.60E-76	1.36E-72	"GO:0008270,GO:0003677"	A20/AN1-like zinc finger family protein	"AN1-like zinc finger domain containing protein, expressed"
bradi3g39927.1|pacid:21832948	-1.513724012	192.2124102	0.210290423	-7.198254634	6.10E-13	2.02E-11	"GO:0030528,GO:0006355"	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	"helix-loop-helix DNA-binding domain containing protein, expressed"
bradi3g39980.1|pacid:21828229	-1.08937603	24.01923543	0.263039602	-4.141490568	3.45E-05	0.000270267	"GO:0016702,GO:0046872,GO:0055114,GO:0005515"	lipoxygenase 2	"lipoxygenase, chloroplast precursor, putative, expressed"
bradi3g40007.2|pacid:21828142	1.890440119	49.14663938	0.331236256	5.707225841	1.15E-08	1.95E-07	"GO:0004553,GO:0005975"	beta glucosidase 17	"Os8bglu28 - beta-glucosidase homologue, similar to Os4bglu12 exoglucanase, expressed"
bradi3g40060.1|pacid:21831472	1.652865978	18.64584415	0.368690817	4.48306793	7.36E-06	6.95E-05	GO:0005515	DNA-binding bromodomain-containing protein	"DNA-binding bromodomain-containing protein, putative, expressed"
bradi3g40250.1|pacid:21826935	2.256126361	5.315247045	0.479249291	4.707625874	2.51E-06	2.64E-05	"GO:0004672,GO:0005524,GO:0006468,GO:0005488"	Concanavalin A-like lectin protein kinase family protein	"lectin-like protein kinase, putative, expressed"
bradi3g40600.1|pacid:21833367	-1.743407139	31.14917663	0.229295532	-7.603319277	2.89E-14	1.14E-12		OSBP(oxysterol binding protein)-related protein 4C	"oxysterol-binding protein, putative, expressed"
bradi3g40660.1|pacid:21833118	1.633594457	146.8581295	0.288392528	5.664482592	1.47E-08	2.44E-07			expressed protein
bradi3g40760.1|pacid:21829489	1.072029218	68.53857285	0.217146672	4.936889921	7.94E-07	9.36E-06	GO:0005515	BTB-POZ and MATH domain 1	"BTB/POZ domain containing protein, expressed"
bradi3g40820.1|pacid:21829078	-2.32181083	108.6943682	0.385162589	-6.028131743	1.66E-09	3.31E-08	GO:0016021	Auxin-responsive family protein	"membrane protein, putative, expressed"
bradi3g40850.1|pacid:21830175	-1.647320737	29.14317813	0.227375875	-7.244923148	4.33E-13	1.46E-11	"GO:0003924,GO:0005525,GO:0007264,GO:0005622"	P-loop containing nucleoside triphosphate hydrolases superfamily protein	"ras-related protein, putative, expressed"
bradi3g40860.2|pacid:21833165	1.831472408	23.00361728	0.411107161	4.454975687	8.39E-06	7.82E-05	"GO:0030528,GO:0006355"	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	"BHLH transcription factor, putative, expressed"
bradi3g40900.1|pacid:21830684	1.127106078	18.57521827	0.428616917	2.629635074	0.008547657	0.029433644		Pentatricopeptide repeat (PPR) superfamily protein	expressed protein
bradi3g40950.1|pacid:21833433	-2.211301486	169.9636133	0.134231316	-16.47381211	5.66E-61	4.47E-58		RPM1 interacting protein 4	"proteophosphoglycan ppg4, putative, expressed"
